sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_elapsed [%],"26,10","25,72"
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],"25,08","25,21"
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_elapsed [%],"24,57","24,56"
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],"25,72","25,71"
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_elapsed [%],"25,20","25,05"
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],"5,24","5,24"
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_elapsed [%],"5,14","5,11"
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],"5,44","5,38"
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_elapsed [%],"5,33","5,24"
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],"5,10","5,12"
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_elapsed [%],"4,99","4,99"
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],"5,24","5,24"
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_elapsed [%],"5,14","5,11"
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],"19,16","19,05"
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],"19,86","19,55"
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],"18,62","18,60"
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],"19,16","19,05"
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],"15,57","15,57"
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_elapsed [%],"15,25","15,17"
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],"16,15","15,97"
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_elapsed [%],"15,82","15,56"
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],"15,09","15,11"
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_elapsed [%],"14,78","14,72"
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],"15,57","15,57"
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_elapsed [%],"15,25","15,17"
sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_fp16.max.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_fp16.max.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_fp16.min.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_fp16.min.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_fp16.sum.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_fp16.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active [%],"44,53","44,52"
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_elapsed [%],"43,63","43,38"
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_active [%],"45,78","45,63"
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_elapsed [%],"44,86","44,45"
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_active [%],"43,64","43,10"
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_elapsed [%],"42,76","41,99"
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_active [%],"44,53","44,52"
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_elapsed [%],"43,63","43,38"
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],"11,33","11,33"
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],"11,10","11,03"
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],"11,69","11,70"
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],"11,45","11,40"
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],"11,03","10,92"
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],"10,81","10,64"
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],"11,33","11,33"
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],"11,10","11,03"
sm__inst_executed_pipe_tensor_op_dmma.avg.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.max.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.max.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.min.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.min.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.sum.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_dmma.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_active [%],"0,18","0,18"
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_elapsed [%],"0,18","0,18"
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_elapsed [%],"0,17","0,16"
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_active [%],0,0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],"0,09","0,09"
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],"0,08","0,08"
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],"0,09","0,09"
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],"0,09","0,09"
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],"0,08","0,08"
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],"0,08","0,08"
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],"0,09","0,09"
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],"0,08","0,08"
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],"6,24","6,24"
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],"6,12","6,08"
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],"6,40","6,39"
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],"6,27","6,23"
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],"6,05","6,04"
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],"5,93","5,88"
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],"6,24","6,24"
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],"6,12","6,08"
sm__inst_issued.avg.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__inst_issued.avg.per_cycle_active [inst/cycle],"1,84","1,84"
sm__inst_issued.max.pct_of_peak_sustained_elapsed [%],"46,17","46,43"
sm__inst_issued.max.per_cycle_active [inst/cycle],"1,88","1,91"
sm__inst_issued.min.pct_of_peak_sustained_elapsed [%],"43,88","43,93"
sm__inst_issued.min.per_cycle_active [inst/cycle],"1,79","1,80"
sm__inst_issued.sum.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__inst_issued.sum.per_cycle_active [inst/cycle],"199,17","199,15"
sm__instruction_throughput.avg.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__instruction_throughput.max.pct_of_peak_sustained_elapsed [%],"46,28","46,43"
sm__instruction_throughput.min.pct_of_peak_sustained_elapsed [%],"43,88","43,93"
sm__instruction_throughput.sum.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],"46,17","46,43"
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],"43,88","43,93"
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__maximum_warps_avg_per_active_cycle [warp],32,32
sm__maximum_warps_per_active_cycle_pct [%],50,50
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],"11,10","11,03"
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],"11,45","11,40"
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],"10,81","10,64"
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],"11,10","11,03"
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],"8,59","8,54"
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],"8,90","8,81"
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],"8,29","8,30"
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],"8,59","8,54"
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],"5,63","5,60"
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],"5,81","5,79"
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],"5,49","5,40"
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],"5,63","5,60"
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"1,36","1,35"
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],"1,40","1,40"
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],"1,32","1,31"
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"1,36","1,35"
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"1,36","1,35"
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],"1,40","1,40"
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],"1,32","1,31"
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"1,36","1,35"
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],"25,72","25,71"
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"25,20","25,05"
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],"26,64","26,40"
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],"26,10","25,72"
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],"25,08","25,21"
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],"24,57","24,56"
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],"25,72","25,71"
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"25,20","25,05"
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],"15,57","15,57"
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"15,25","15,17"
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],"16,15","15,97"
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],"15,82","15,56"
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],"15,09","15,11"
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],"14,78","14,72"
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],"15,57","15,57"
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"15,25","15,17"
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],"44,53","44,52"
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"43,63","43,38"
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],"45,53","46,04"
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],"44,61","44,86"
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],"43,26","43,56"
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed [%],"42,39","42,44"
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_active [%],"44,53","44,52"
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"43,63","43,38"
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_active [%],"44,70","44,70"
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"43,80","43,55"
sm__pipe_shared_cycles_active.max.pct_of_peak_sustained_elapsed [%],"44,79","45,03"
sm__pipe_shared_cycles_active.min.pct_of_peak_sustained_elapsed [%],"42,56","42,61"
sm__pipe_shared_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"43,80","43,55"
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_active [%],"0,18","0,18"
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],"0,18","0,17"
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],"0,17","0,16"
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__pipe_tensor_op_dmma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.max.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.min.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_dmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_active [%],"0,18","0,18"
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],"0,18","0,17"
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],"0,17","0,16"
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_active [%],"0,17","0,17"
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],"0,17","0,17"
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0
sm__throughput.max.pct_of_peak_sustained_elapsed [%],"46,28","46,43"
sm__throughput.min.pct_of_peak_sustained_elapsed [%],"43,88","43,93"
sm__throughput.sum.pct_of_peak_sustained_elapsed [%],"45,17","44,92"
sm__warps_active.avg.pct_of_peak_sustained_active [%],"45,04","45,01"
sm__warps_active.avg.per_cycle_active [warp],"28,83","28,81"
sm__warps_active.max.pct_of_peak_sustained_active [%],"45,70","46,13"
sm__warps_active.max.per_cycle_active [warp],"29,25","29,52"
sm__warps_active.min.pct_of_peak_sustained_active [%],"43,97","44,11"
sm__warps_active.min.per_cycle_active [warp],"28,14","28,23"
sm__warps_active.sum.pct_of_peak_sustained_active [%],"45,04","45,01"
sm__warps_active.sum.per_cycle_active [warp],"3.113,18","3.111,21"
smsp__inst_executed.avg [inst],"153.240,09","153.241,27"
smsp__inst_executed.max [inst],157.886,157.245
smsp__inst_executed.min [inst],149.055,148.652
smsp__inst_executed.sum [inst],66.199.717,66.200.228
smsp__inst_issued.avg [inst],"154.032,69","154.033,89"
smsp__inst_issued.max [inst],157.810,159.477
smsp__inst_issued.min [inst],149.430,150.409
smsp__inst_issued.sum [inst],66.542.121,66.542.642
smsp__maximum_warps_avg_per_active_cycle [warp],8,8
smsp__warps_active.avg.peak_sustained [warp],16,16
smsp__warps_active.max.peak_sustained [warp],16,16
smsp__warps_active.min.peak_sustained [warp],16,16
smsp__warps_active.sum.peak_sustained [warp],6.912,6.912
thread_inst_executed_true [inst],1.891.444.391 {1141},1.891.444.991 {1141}
